Name ImageFile	Set	ImageFile	Set #	Type	Stage	HP	Weakness	Resistance	Retreat Cost	Rarity	Text
Wobbuffet N2 16	N2	N2_016	#016	Psychic	Basic	90	Psychic x2		3	Rare Holo	[P] Counter: If an attack damages Wobbuffet during your opponent's next turn (even if Wobbuffet is Knocked Out), flip a coin. If heads, Wobbuffet attacks the Defending Pokemon for an equal amount of damage.
Yanma N2 17	N2	N2_017	#017	Grass	Basic	60	Fire x2	Fighting -30	0	Rare Holo	[G] Shockwave: Flip a coin. If heads, this attack does 10 damage to each of your opponent's Pokemon. Don't apply Weakness and Resistance. Then, if your opponent has any Benched Pokemon, he or she chooses 1 of them and switches it with the Defending Pokemon. | [G][G][G] Swift: 30 damage. This attack's damage isn't affected by Weakness, Resistance, Pokemon Powers, or any other effects on the Defending Pokemon.
Beedrill N2 18	N2	N2_018	#018	Grass	Stage 2 - Kakuna	80	Fire x2	Fighting -30	0	Rare	[G] Triple Poison: 10 damage. Flip a coin. If heads, the Defending Pokemon is now Poisoned. Your opponent now puts 3 damage counters on it instead of 1 after each player's turn (even if it was already Poisoned). | [G][G][C] Pin Missile: 20x damage. Flip 4 coins. This attack does 20 damage times the number of heads.
Butterfree N2 19	N2	N2_019	#019	Grass	Stage 2 - Metapod	80	Fire x2	Fighting -30	0	Rare	[G][C] Magic Dust: 20 damage. Flip a coin. If heads, the Defending Pokemon is now either Asleep, Confused, Paralyzed, or Poisoned (your choice). | [G][G][C] Hyper Reverse: Does 10 damage times the number of Energy attached to the Defending Pokemon. After doing damage, remove a number of damage counters from Butterfree equal to the amount of damage done to the Defending Pokemon (after applying Weakness and Resistance).
Espeon N2 20	N2	N2_020	#020	Psychic	Stage 1 - Eevee	70	Psychic x2		1	Rare	[C][C] Quick Attack: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage. | [P][P][C] Psybeam: 30 damage. Flip a coin. If heads, the Defending Pokemon is now Confused.
Forretress N2 21	N2	N2_021	#021	Metal	Stage 1 - Pineco	80	Fire x2	Grass -30	3	Rare	Pokemon Power: Spikes. During your opponent's turn, whenever 1 of your opponent's Benched Pokemon becomes his or her Active Pokemon, Forretress does 10 damage to it. (Don't apply Weakness and Resistance.) This power stops working if Forretress is Asleep, Confused, or Paralyzed. | [M][C][C] Rapid Spin: 30 damage. If your opponent has any Benched Pokemon, he or she chooses 1 of them and switches it with his or her Active Pokemon, then, if you have any Benched Pokemon, you switch 1 of them with your Active Pokemon. (Do the damage before switching the Pokemon.)
Hitmontop N2 22	N2	N2_022	#022	Fighting	Basic	60	Psychic x2		1	Rare	[F] Detect: Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Hitmontop. | [F][F][F] Triple Kick: 30x damage. Flip 3 coins. This attack does 30 damage times the number of heads.
Houndoom N2 23	N2	N2_023	#023	Darkness	Stage 1 - Houndour	70		Psychic -30	1	Rare	[D][C][C] Crunch: 30 damage. Until the end of your next turn, if an attack damages the Defending Pokemon (after applying Weakness and Resistance), that attack does 20 more damage to the Defending Pokemon. | [R][R][C] Flamethrower: 50 damage. Discard 1 [R] Energy card attached to Houndoom or this attack does nothing.
Houndour N2 24	N2	N2_024	#024	Fire	Basic	50	Water x2		1	Rare	[R] Smog: 10 damage. Flip a coin. If heads, the Defending Pokemon is now Poisoned. | [R][R] Collect Fire: 20 damage. If there are any [R] Energy cards in your discard pile, choose 1 of them and attach it to Houndour.
Kabutops N2 25	N2	N2_025	#025	Water	Stage 2 - Kabuto	90	Grass x2		2	Rare	[C] Slash: 20 damage. | [F] Hydrocutter: 40x damage. Flip a number of coins equal to the number of Energy cards attached to Kabutops. This attack does 40 damage times the number of heads. You can't flip more than 3 coins in this way.
Magnemite N2 26	N2	N2_026	#026	Metal	Basic	40	Fire x2	Grass -30	1	Rare	[C] Lock-on: During your next turn, treat any tails flipped when using Magnemite's Electric Bolt attack as if they were heads. (Benching or evolving either Pokemon ends this effect.) | [L][C] Electric Bolt: 50 damage. Flip 2 coins. If both are heads, the Defending Pokemon is now Paralyzed. If either of them is tails, this attack does nothing (not even damage).
Politoed N2 27	N2	N2_027	#027	Water	Stage 2 - Poliwhirl	100	Grass x2		3	Rare	Pokemon Power: Frog Song. Whenever Politoed's attack damages the Defending Pokemon (after applying Weakness and Resistance), if there are more than 3 Poliwags, Poliwhirls, Poliwraths, and/or Politoeds in play (including your opponent's), that attack does 40 more damage (no matter how many heads you get). This power stops working while Politoed is Asleep, Confused, or Paralyzed. | [W][W][C][C] Doubleslap: 40x damage. Flip 2 coins. This attack does 40 damage times the number of heads.
Poliwrath N2 28	N2	N2_028	#028	Fighting	Stage 2 - Poliwhirl	90	Psychic x2		2	Rare	[F][C] Corkscrew Punch: 30 damage. | [F][F][C][C] Submission: 70 damage. Poliwrath does 20 damage to itself.
Scizor N2 29	N2	N2_029	#029	Metal	Stage 1 - Scyther	80	Fire x2	Grass -30	2	Rare	[M] False Swipe: ? damage. Does damage equal to half the Defending Pokemon's remaining HP (rounded down to the nearest 10). | [C][C][C] Double Claw: 20+ damage. Flip 2 coins. This attack does 20 damage times the number of heads.
Smeargle N2 30	N2	N2_030	#030	Colorless	Basic	50	Fighting x2	Psychic -30	1	Rare	[C][C] Sketch: If the Defending Pokemon attacked last turn, and Smeargle was in play during that attack, Smeargle copies that attack except for its Energy costs and anything else required in order to use that attack.
Tyranitar N2 31	N2	N2_031	#031	Darkness	Stage 2 - Pupitar	100		Psychic -30	3	Rare	[C][C][C] Slam: 30x damage. Flip 2 coins. This attack does 30 damage times the number of heads. | [D][D][C][C] Trample: 50 damage. For each Benched Pokemon in play (yours and your opponent's), flip a coin. If heads, this attack does 30 damage to that Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Umbreon N2 32	N2	N2_032	#032	Darkness	Stage 1 - Eevee	70		Psychic -30	1	Rare	[C][C] Quick Attack: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage. | [D][C][C] Pursuit: 30 damage. During your opponent's next turn, if the Defending Pokemon tries to retreat, do 10 damage to it. (Don't apply Weakness and Resistance.)
Unown A N2 33	N2	N2_033	#033	Psychic	Basic	40	Psychic x2		1	Rare	You may have up to 4 Basic Pokemon cards in your deck with Unown in their names. | Pokemon Power: Anger. Whenever 1 of your Pokemon with Unown in its name uses its Hidden Power attack, that attack does 10 more damage for each damage counter on Unown A. If you have more than 1 Unown A in play, use only 1 Anger for each attack. | [P] Hidden Power: 10 damage.
Ursaring N2 34	N2	N2_034	#034	Colorless	Stage 1 - Teddiursa	80	Fighting x2	Psychic -30	3	Rare	[C][C] Headpress: 20 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed. If tails, this attack does nothing (not even damage). | [C][C][C][C] Double Lariat: 40x damage. Flip 2 coins. This attack does 40 damage times the number of heads.
Wobbuffet N2 35	N2	N2_035	#035	Psychic	Basic	90	Psychic x2		3	Rare	[P] Counter: If an attack damages Wobbuffet during your opponent's next turn (even if Wobbuffet is Knocked Out), flip a coin. If heads, Wobbuffet attacks the Defending Pokemon for an equal amount of damage.
Yanma N2 36	N2	N2_036	#036	Grass	Basic	60	Fire x2	Fighting -30	0	Rare	[G] Shockwave: Flip a coin. If heads, this attack does 10 damage to each of your opponent's Pokemon. Don't apply Weakness and Resistance. Then, if your opponent has any Benched Pokemon, he or she chooses 1 of them and switches it with the Defending Pokemon. | [G][G][G] Swift: 30 damage. This attack's damage isn't affected by Weakness, Resistance, Pokemon Powers, or any other effects on the Defending Pokemon.
Corsola N2 37	N2	N2_037	#037	Water	Basic	50	Grass x2		1	Uncommon	[W] Recover: Discard 1 [W] Energy card attached to Corsola or this attack does nothing. Remove all damage counters from Corsola. | [F][F] Spike Cannon: 30x damage. Flip 2 coins. This attack does 30 damage times the number of heads.
Eevee N2 38	N2	N2_038	#038	Colorless	Basic	50	Fighting x2	Psychic -30	1	Uncommon	Pokemon Power: Energy Evolution. Whenever you attach an Energy card to Eevee, flip a coin. If heads, search your deck for a card that evolves from Eevee that is the same type as the Energy card you attached to Eevee. Attach that card to Eevee. This counts as evolving Eevee. Shuffle your deck afterward. This power can't be used if Eevee is Asleep, Confused, or Paralyzed. | [C] Smash Kick: 10 damage.
Houndour N2 39	N2	N2_039	#039	Darkness	Basic	40		Psychic -30	1	Uncommon	[C] Bite: 10 damage. | [D][C] Plunder: 20 damage. Before doing damage, discard all Trainer cards attached to the Defending Pokemon (before they affect the damage).
Igglybuff N2 40	N2	N2_040	#040	Colorless	Baby	30			0	Uncommon	If this Baby Pokemon is your Active Pokemon and your opponent announces an attack, your opponent flips a coin (before doing anything else). If tails, your opponent's turn ends. | Pokemon Power: Gaze. Once during your turn (before your attack), choose 1 of your opponent's Benched Pokemon that has a Pokemon Power. That power stops working until the end of this turn. This effect ends if that Pokemon leaves the Bench.
Kakuna N2 41	N2	N2_041	#041	Grass	Stage 1 - Weedle	70	Fire x2		2	Uncommon	[G][G] Secrete Poison: During your opponent's next turn, whenever your opponent's attack damages Kakuna (even if Kakuna is Knocked Out), your opponent's Active Pokemon is now Poisoned and Kakuna does 10 damage to each of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Metapod N2 42	N2	N2_042	#042	Grass	Stage 1 - Caterpie	70	Fire x2		2	Uncommon	[C][C] Harden: During your opponent's next turn, whenever 20 or less damage is done to Metapod (after applying Weakness and Resistance), prevent that damage. (Any other effects of attacks still happen). | [G][G] Hatch: Flip a coin. If heads, remove all damage counters from Metapod. Then, search your deck for a card that evolves from Metapod and attach that card to Metapod. This counts as evolving Metapod. Shuffle your deck afterward.
Omastar N2 43	N2	N2_043	#043	Fighting	Stage 2 - Omanyte	80	Grass x2		2	Uncommon	[W] Squeeze: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 20 more damage and the Defending Pokemon is now Paralyzed. If tails, this attack does 10 damage. | [W][W][W] Spike Barrage: 20+ damage. Flip a number of coins equal to the number of [W] Energy attached to Omastar. This attack does 20 damage plus 20 more damage for each heads.
Poliwhirl N2 44	N2	N2_044	#044	Water	Stage 1 - Poliwag	70	Grass x2		1	Uncommon	[C] Belly Drum: Put 3 damage counters on Poliwhirl. If this doesn't Knock Out Poliwhirl, search your deck for 2 Basic Energy cards and attach them to Poliwhirl. Shuffle your deck afterward. | [W][W][C] Water Gun: 30+ damage. Does 30 damage plus 10 more damage for each [W] Energy attached to Poliwhirl but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.
Pupitar N2 45	N2	N2_045	#045	Fighting	Stage 1 - Larvitar	70	Grass x2	Lightning -30	1	Uncommon	[C][C] Skull Bash: 20 damage. | [F][F] Dust Devil: Does 10 damage to each non-[F] Pokemon in play. Don't apply Weakness and Resistance.
Scyther N2 46	N2	N2_046	#046	Grass	Basic	60	Fire x2	Fighting -30	1	Uncommon	[G][G] Fury Cutter: 10+ damage. Flip 4 coins. This attack does 10 damage plus 10 more damage if exactly 1 is heads, or 20 more damage if exactly 2 are heads, or 40 more damage if exactly 3 are heads, plus 80 more damage if all 4 are heads.
Unown D N2 47	N2	N2_047	#047	Psychic	Basic	40	Psychic x2		1	Uncommon	You may have up to 4 Basic Pokemon cards in your deck with Unown in their names. | Pokemon Power: Darkness. Whenever a [D] Pokemon damages 1 of your Pokemon, reduce that damage by 30 (after applying Weakness and Resistance). This power stops working if you have more than 1 Unown D in play. (This power works even if Unown D is Asleep, Confused, or Paralyzed.) | [P] Hidden Power: 10 damage.
Unown F N2 48	N2	N2_048	#048	Psychic	Basic	40	Psychic x2		1	Uncommon	You may have up to 4 Basic Pokemon cards in your deck with Unown in their names. | Pokemon Power: Find. Once during your turn (before your attack), if you have Unown F, Unown I, Unown N, and Unown D on your Bench, you may search your deck for a Trainer card. Show that card to your opponent, then put it into your hand. Shuffle your deck afterward. | [P] Hidden Power: 10 damage.
Unown M N2 49	N2	N2_049	#049	Psychic	Basic	40	Psychic x2		1	Uncommon	You may have up to 4 Basic Pokemon cards in your deck with Unown in their names. | Pokemon Power: Metal. Whenever a [M] Pokemon damages 1 of your Pokemon, reduce that damage by 30 (after applying Weakness and Resistance). This power stops working if you have more than 1 Unown M in play. (This power works even if Unown M is Asleep, Confused, or Paralyzed.) | [P] Hidden Power: 10 damage.
Unown N N2 50	N2	N2_050	#050	Psychic	Basic	40	Psychic x2		1	Uncommon	You may have up to 4 Basic Pokemon cards in your deck with Unown in their names. | Pokemon Power: Normal. Whenever a [C] Pokemon damages 1 of your Pokemon, reduce that damage by 30 (after applying Weakness and Resistance). This power stops working if you have more than 1 Unown N in play. (This power works even if Unown N is Asleep, Confused, or Paralyzed.) | [P] Hidden Power: 10 damage.
Unown U N2 51	N2	N2_051	#051	Psychic	Basic	40	Psychic x2		1	Uncommon	You may have up to 4 Basic Pokemon cards in your deck with Unown in their names. | Pokemon Power: Undo. Once during your turn (before your attack), if you have Unown U, Unown N, Unown D, and Unown O on your Bench, you may return your Active Pokemon and all cards attached to it to your hand. | [P] Hidden Power: 10 damage
Xatu N2 52	N2	N2_052	#052	Psychic	Stage 1 - Natu	70	Psychic x2	Fighting -30	1	Uncommon	[P] Energy Cycle: Flip a coin. If heads, choose 1 Energy card attached to the Defending Pokemon and 1 of your opponent's Benched Pokemon. Attach that Energy card to that Pokemon. | [P][P][C] Super Psy: 50 damage
Caterpie N2 53	N2	N2_053	#053	Grass	Basic	50	Fire x2		1	Common	[C] Spin Tackle: 20 damage. Caterpie does 10 damage to itself.
Dunsparce N2 54	N2	N2_054	#054	Colorless	Basic	30	Fighting x2	Psychic -30	0	Common	[C] Glare: 10 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed.
Hoppip N2 55	N2	N2_055	#055	Grass	Basic	30	Fire x2	Fighting -30	0	Common	[G] Rolling Tackle: 20 damage.
Kabuto N2 56	N2	N2_056	#056	Water	Stage 1 - Mysterious Fossil	50	Grass x2		1	Common	Pokemon Power: Revive Friends. Once during your turn (before your attack), you may flip a coin. If heads, search your deck for a card named Kabuto and put it onto your Bench. Shuffle your deck afterward. Treat the new Kabuto as a Basic Pokemon. This power can't be used if Kabuto is Asleep, Confused, or Paralyzed (or if your Bench is full). | [F][C] Work Together: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 10 more damage for each Omanyte, Omastar, Kabuto, and Kabutops on your Bench.
Larvitar N2 57	N2	N2_057	#057	Fighting	Basic	40	Grass x2	Lightning -30	1	Common	[C] Bite: 10 damage.
Mareep N2 58	N2	N2_058	#058	Lightning	Basic	50	Fighting x2		1	Common	[L][C] Thunder Jolt: 30 damage. Flip a coin. If tails, Mareep does 10 damage to itself.
Natu N2 59	N2	N2_059	#059	Psychic	Basic	40	Psychic x2	Fighting -30	1	Common	[P]Confuse Ray: 10 damage. Flip a coin. If heads, the Defending Pokemon is now Confused.
Omanyte N2 60	N2	N2_060	#060	Fighting	Stage 1 - Mysterious Fossil	50	Grass x2		1	Common	Pokemon Power: Revive Fossil. Once during your turn (before your attack), you may flip a coin. If heads, search your deck for a card that evolves from Mysterious Fossil and put it onto your Bench. Shuffle your deck afterward. Treat that card as a Basic Pokemon. This power can't be used if Omanyte is Asleep, Confused, or Paralyzed (or if your Bench is full). | [W] Bind: 10 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed.
Pineco N2 61	N2	N2_061	#061	Grass	Basic	40	Fire x2		2	Common	[G] Burst: 40 damage. Flip a coin. If heads, Pineco does 40 damage to itself and 10 damage to each Pokemon on each player's Bench. (Don't apply Weakness and Resistance for Benched Pokemon.) Flip a coin. If tails, this attack does nothing (not even damage).
Poliwag N2 62	N2	N2_062	#062	Water	Basic	40	Grass x2		1	Common	[C] Rollout: 10 damage. | [W] Hypnosis: The Defending Pokemon is now Asleep.
Sentret N2 63	N2	N2_063	#063	Colorless	Basic	50	Fighting x2	Psychic -30	1	Common	[C] Scout: Look at your opponent's hand. | [C][C] Tackle: 20 damage.
Spinarak N2 64	N2	N2_064	#064	Grass	Basic	50	Fire x2		1	Common	[G][C] Poison Sting: 20 damage. Flip a coin. If heads, the Defending Pokemon is now Poisoned.
Teddiursa N2 65	N2	N2_065	#065	Colorless	Basic	40	Fighting x2	Psychic -30	1	Common	[C] Scratch: 10 damage. | [C][C] Nap Time: Remove all damage counters from Teddiursa. Teddiursa is now Asleep.
Tyrogue N2 66	N2	N2_066	#066	Fighting	Baby	30			0	Common	If this Baby Pokemon is your Active Pokemon and your opponent announces an attack, your opponent flips a coin (before doing anything else). If tails, your opponent's turn ends. | [C] Smash Punch: 30 damage. Flip a coin. If tails, this attack does nothing.
Unown E N2 67	N2	N2_067	#067	Psychic	Basic	40	Psychic x2		1	Common	You may have up to 4 Basic Pokemon cards in your deck with Unown in their names. | Pokemon Power: Engage. When you play Unown E from your hand, your opponent may shuffle his or her hand into his or her deck and then draw 4 cards. Either way, you may shuffle your hand into your deck and draw 4 cards. | [P] Hidden Power: 10 damage.
Unown I N2 68	N2	N2_068	#068	Psychic	Basic	40	Psychic x2		1	Common	You may have up to 4 Basic Pokemon cards in your deck with Unown in their names. | Pokemon Power: Increase. When you play Unown I from your hand, you may search your deck for a card with Unown in its name and put it onto your Bench. Shuffle your deck afterward. You can't use this power if your Bench is full. | [P] Hidden Power: 10 damage.
Unown O N2 69	N2	N2_069	#069	Psychic	Basic	40	Psychic x2		1	Common	You may have up to 4 Basic Pokemon cards in your deck with Unown in their names. | Pokemon Power: Observe. Once during you turn (before your attack), you may look at 5 cards from the top of your opponent's deck and put them back in the same order. | [P] Hidden Power: 10 damage.
Weedle N2 70	N2	N2_070	#070	Grass	Basic	40	Fire x2		1	Common	[G] Spike Stab: 20 damage. Flip a coin. If heads, the Defending Pokemon is now Poisoned. If tails, this attack does nothing (not even damage).
Wooper N2 71	N2	N2_071	#071	Water	Basic	50	Grass x2	Lightning -30	1	Common	[W] Slime: If an attack would do damage to Wooper during your opponent's next turn, your opponent flips a coin. If tails, prevent all damage to Wooper from that attack. (Any other effects of that attack happen.) | [C][C] Tail Slap: 20 damage.
Fossil Egg N2 72	N2	N2_072	#072		Trainer					Uncommon	Flip a coin. If heads, search your deck for a card that evolves from Mysterious Fossil and put it onto your Bench or put a card that evolves from Mysterious Fossil from your hand onto your Bench. Either way, treat the new card as a Basic Pokemon. If you searched your deck, shuffle it. (You can't play this card if your Bench is full.)
Hyper Devolution Spray N2 73	N2	N2_073	#073		Trainer					Uncommon	Choose 1 of your evolved Pokemon. Take the highest Stage Evolution card from that Pokemon and put it into your hand. (You can't evolve a Pokemon the turn you devolve it.)
Ruin Wall N2 74	N2	N2_074	#074		Trainer					Uncommon	Search your deck for a card with Unown in its name and put it onto your Bench. Shuffle your deck afterward. (You can't play this card if your Bench is full.)
Energy Ark N2 75	N2	N2_075	#075		Trainer					Common	Flip 2 coins. For each heads, search your deck for a Basic Energy card. Show that card to your opponent, then put it into your hand. Shuffle your deck afterward.
Ampharos N3 1	N3	N3_001	#001	Lightning	Stage 2 - Flaaffy	90	Fighting x2		3	Rare Holo	[L] Attract Current: 20 damage. Flip 3 coins. For each heads, you may search your deck for a [L] Energy card and attach it to 1 of your [L] Pokemon. Shuffle your deck afterward. | [L][L][L][C] Gigavolt: 40+ damage. Flip a coin. If heads, this attack does 40 damage plus 20 more damage. If tails, this attack does 40 damage and the Defending Pokemon is now Paralyzed.
Blissey N3 2	N3	N3_002	#002	Colorless	Stage 1 - Chansey	120	Fighting x2	Psychic -30	2	Rare Holo	Pokemon Power: Softboiled. When you play Blissey from your hand, you may flip a coin. If heads, remove 8 damage counters from Blissey. If tails, remove 4 damage counters from Blissey. Either way, if Blissey has fewer damage counters than that, remove all of them. | [C][C][C][C] Body Slam: 30 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed.
Celebi N3 3	N3	N3_003	#003	Psychic	Basic	50	Psychic x2		1	Rare Holo	Pokemon Power: Time Travel. If an opponent's attack would Knock Out Celebi, flip a coin. If heads, Celebi isn't Knocked Out and you shuffle it and all cards attached to it into your deck. This power doesn't work if Celebi is already Asleep, Confused, or Paralyzed. | [P] Psychic Damage: Flip 3 coins. For each heads, put 1 damage counter on the Defending Pokemon.
Crobat N3 4	N3	N3_004	#004	Grass	Stage 2 - Golbat	90	Psychic x2	Fighting -30	0	Rare Holo	[G] Triggered Poison: 20 damage. If your opponent attaches an Energy card to the Defending Pokemon during his or her next turn, that Pokemon becomes Poisoned. | [G][G][C] Cross Attack: 20x damage. Flip 4 coins. This attack does 20 damage times the number of heads. If you get 2 or more heads, the Defending Pokemon is now Confused.
Delibird N3 5	N3	N3_005	#005	Colorless	Basic	60	Lightning x2	Fighting -30	1	Rare Holo	[C][C] Present: Flip 3 coins. If exactly 1 is heads, this attack does 40 damage. If exactly 2 are heads, remove 3 damage counters from the Defending Pokemon. If the Defending Pokemon has fewer damage counters than that, remove all of them. If all 3 are heads, this attack does 60 damage. If all 3 are tails, remove all damage counters from the Defending Pokemon.
Entei N3 6	N3	N3_006	#006	Fire	Basic	80	Water x2		1	Rare Holo	Pokemon Power: Howl. Whenever you play Entei from your hand, you may discard the top 5 cards of your deck. (If you have fewer cards in your deck than that, discard all of them.) If any of those are [R] Energy cards, attach them to any of your [R] Pokemon of your choice. Using this power ends your turn. | [R][R][R] Searing Flames: 60 damage. Discard 2 [R] Energy cards attached to Entei or this attack does nothing.
Ho-Oh N3 7	N3	N3_007	#007	Fire	Basic	90	Water x2	Fighting -30	2	Rare Holo	[R] Stoke: You may search your deck for a [R] Energy card and attach it to Ho-Oh. Shuffle your deck afterward. | [R][R][R] Sacred Fire: Flip a coin. If heads, choose 1 of your opponent's Pokemon. This attack does 40 damage to that Pokemon. Don't apply Weakness and Resistance. | [R][R][R][R][R] Dive Bomb: 90 damage. Flip a coin. If tails, this attack does nothing.
Houndoom N3 8	N3	N3_008	#008	Darkness	Stage 1 - Houndour	70		Psychic -30	1	Rare Holo	[R] Dark Flame: 20 damage. Discard 1 [R] Energy card attached to Houndoom or this attack does nothing. If there are any [D] Energy cards in your discard pile, attach 1 of them to Houndoom. | [D][C][C] Black Fang: 30+ damage. Flip a number of coins equal to the number of [D] Energy attached to Houndoom. This attack does 30 damage plus 10 more damage for each heads.
Jumpluff N3 9	N3	N3_009	#009	Grass	Stage 2 - Skiploom	70	Fire x2	Fighting -30	0	Rare Holo	[G] Evolutionary Spore: Choose any number of your Hoppips and Skiplooms. Then, for each Pokemon you chose in this way, you may search your deck for a card that evolves from that Pokemon and attach it to that Pokemon. (This counts as evolving those Pokemon.) Shuffle your deck afterward. | [G] Solarbeam: 30 damage.
Magneton N3 10	N3	N3_010	#010	Metal	Stage 1 - Magnemite	80	Fire x2	Grass -30	2	Rare Holo	Pokemon Power: Electromagnetic Power. As often as you like during your turn (before your attack), you may take 1 Energy card attached to 1 of your Magnemites, Magnetons, or Dark Magnetons and attach it to a different 1 of your Magnemites, Magnetons, and Dark Magnetons. This power can't be used if Magneton is Asleep, Confused, or Paralyzed. | [L][L][C] Plasma: 30 damage. If there are any [L] Energy cards in your discard pile, attach 1 of them to Magneton.
Misdreavus N3 11	N3	N3_011	#011	Psychic	Basic	50		Fighting -30	1	Rare Holo	[P] Night Eyes: The Defending Pokemon is now Asleep. | [P][P][P] Perish Song: If the Defending Pokemon is Asleep and was attacked with Night Eyes during your last turn, it is Knocked Out.
Porygon2 N3 12	N3	N3_012	#012	Colorless	Stage 1 - Porygon	70	Fighting x2	Psychic -30	1	Rare Holo	Pokemon Power: Energy Converter. Once during your turn (before your attack), you may choose 1 basic Energy card attached to 1 of your Pokemon and choose an Energy type. Treat that Energy card as that type until the end of your turn. This power can't be used if Porygon2 is Asleep, Confused, or Paralyzed. If Porygon2 becomes Asleep, Confused, or Paralyzed, the Energy card goes back to its original type. | [C][C][C] Delta Beam: 20 damage. Flip a coin. If heads, choose whether the Defending Pokemon becomes Asleep, Confused, or Paralyzed.
Raikou N3 13	N3	N3_013	#013	Lightning	Basic	80	Fighting x2		1	Rare Holo	Pokemon Power: Lightning Burst. Whenever you attach a [L] Energy card from your hand to Raikou, if your opponent has any Benched Pokemon, he or she chooses 1 of them and switches it with the Defending Pokemon. This power stops working while Raikou is Asleep, Confused, or Paralyzed. | [L][L][L] Lightning Tackle: 50 damage. Flip a coin. If tails, Raikou does 20 damage to itself.
Suicune N3 14	N3	N3_014	#014	Water	Basic	70	Lightning x2		1	Rare Holo	Pokemon Power: Crystal Body. Prevent all effects of your opponent's attacks, other than damage, done to Suicune. This power stops working while Suicune is Asleep, Confused, or Paralyzed. | [W][W][W] Aurora Wave: 30 damage. Flip 2 coins. If both are heads, the Defending Pokemon is now Paralyzed. If only 1 is heads, the Defending Pokemon is now Asleep.
Aerodactyl N3 15	N3	N3_015	#015	Fighting	Stage 1 - Mysterious Fossil	60	Grass x2	Fighting -30	2	Rare	Pokemon Power: Prehistoric Memory. Whenever an Evolved Pokemon attacks (even if it's your opponent's), it can use any attack from its Basic Pokemon card or any Evolution card attached to it. It still has to pay for that attack's Energy cost. This power stops working while Aerodactyl is Asleep, Confused, or Paralyzed. | [C][C][C] Fly: 30 damage. Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Aerodactyl. If tails, this attack does nothing (not even damage).
Celebi N3 16	N3	N3_016	#016	Grass	Basic	50	Fire x2		1	Rare	[G][G] Psychic Leaf: 10+ damage. Flip a coin for each Energy attached to the Defending Pokemon. This attack does 10 damage plus 10 more damage for each heads. Remove a number of damage counters from Celebi equal to the damage done to the Defending Pokemon (after applying Weakness and Resistance). If Celebi has fewer damage counters than that, remove all of them.
Entei N3 17	N3	N3_017	#017	Fire	Basic	60	Water x2		0	Rare	Pokemon Power: Legendary Body. As long as Entei is your Active Pokemon, Entei and Energy cards attached to it aren't affected by effects from Trainer cards other than Stadium cards. As long as this power is active, discard any Trainer cards attached to Entei. (This power works even if Entei is Asleep, Confused, or Paralyzed.) | [R][R][R] Mega Flame: 50 damage. Flip 2 coins. For each tails, discard 1 [R] Energy card from Entei, if it has any.
Ho-Oh N3 18	N3	N3_018	#018	Colorless	Basic	90	Water x2	Fighting -30	2	Rare	[C][C][C][C] Rainbow Burn: 30+ damage. This attack does 30 damage plus 10 more damage for each type of Basic Energy card, if any, attached to Ho-Oh.
Kingdra N3 19	N3	N3_019	#019	Water	Stage 2 - Seadra	90			2	Rare	[C] Genetic Memory: Use any attack from Kingdra's Basic Pokemon card or Evolution card. (Kingdra doesn't have to pay for that attack's Energy cost.) | [W][W][C][C] Twister: 50 damage. Flip 2 coins. For each heads, choose 1 Energy card attached to the Defending Pokemon, if any, and discard it. If both are tails, this attack does nothing (not even damage).
Lugia N3 20	N3	N3_020	#020	Psychic	Basic	90	Psychic x2	Fighting -30	2	Rare	[C][C][C][C] Aerowing: 40 damage. You may flip a coin. If heads, this attack does 80 damage. If tails, this attack does nothing.
Raichu N3 21	N3	N3_021	#021	Lightning	Stage 1 - Pikachu	80	Fighting x2		1	Rare	[L][C] Thundershock: 20 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | [L][L][L] Lightning Strike: 40 damage. You may discard all [L] Energy cards attached to Raichu. If you do, this attack does 80 damage.
Raikou N3 22	N3	N3_022	#022	Lightning	Basic	60	Fighting x2		0	Rare	Pokemon Power: Legendary Body. As long as Raikou is your Active Pokemon, Raikou and Energy cards attached to it aren't affected by effects from Trainer cards other than Stadium cards. As long as this power is active, discard any Trainer cards attached to Raikou. (This power works even if Raikou is Asleep, Confused, or Paralyzed.) | [L][L][L] Lightning Spark: 30 damage. If your opponent has any Benched Pokemon, flip a coin. If heads, choose 1 of them and this attack does 20 damage to it. (Don't apply Weakness and Resistance for Benched Pokemon.)
